sample_id,laser_power_W,scan_speed_mm_s,layer_thickness_um,hatch_spacing_um,energy_density_J_mm3,density,quality_label,power_density,line_energy_J_mm,log_energy_density,laser_power_W_z,scan_speed_mm_s_z,layer_thickness_um_z,hatch_spacing_um_z,energy_density_J_mm3_z,power_density_z,line_energy_J_mm_z,log_energy_density_z
41,268.61,772.89,52.05,80.12,83.342,0.9992,0,4337.740306953432,0.347539753393109,4.434879961577684,0.44448245945809756,-0.8722337572375864,0.789411083027066,-0.9569339596627762,0.47388877723705375,1.279021276389206,0.8964534698115851,0.6151110518609452
42,193.31,1035.43,32.53,116.8,49.1317,0.9997,0,1598.4193715297158,0.1866953825946708,3.914653542529663,-1.4026269753705487,0.7332030795219678,-1.38037052243064,1.558322326931469,-0.8733521406955033,-1.5378828549609294,-1.3421686869294454,-0.8836427705878541
43,289.57,1077.07,58.38,82.67,55.7048,0.9955,0,3252.0835827281553,0.2688497497841366,4.037858863235238,0.9586313804940654,0.9878324307928888,1.4930339089772346,-0.7820729037517805,-0.6144959109149258,0.16261652360867876,-0.19874920789871073,-0.5286926208214969
44,259.09,943.46,43.98,96.13,64.9555,0.9989,0,2856.7235608227716,0.274616835901893,4.188980272198537,0.21095680448374457,0.17080487019471788,-0.10762465242599194,0.14091917960586753,-0.25019271686171063,-0.2439409062543871,-0.11848325454917373,-0.09331721302874826
46,226.71,1139.02,52.88,83.53,45.0665,0.9965,0,2382.8507746423893,0.19903952520587875,3.8300860047139076,-0.583324782498347,1.366657798497827,0.8816712639968358,-0.7231001554837585,-1.033444387170379,-0.7312347431554086,-1.170363661871711,-1.1272788411826216
47,311.06,862.74,41.5,106.48,81.5888,0.9996,0,3386.0720200820174,0.3605489486983332,4.413874078113002,1.485781204590581,-0.32279938615948045,-0.3832936268898805,0.8506493477152041,0.40484574699998044,0.30039978874364254,1.077514657760409,0.5545938482283103
48,232.69,1191.98,51.53,117.56,32.2231,0.8885,2,1660.539358026935,0.19521300692964647,3.50324541711011,-0.4366353479661387,1.690509154004744,0.7316095238652832,1.6104377788892563,-1.539232234847102,-1.4740035028409981,-1.22362091019085,-2.0688949569096966
49,262.36,1011.66,30.37,92.72,92.1026,0.9683,1,2796.981671706181,0.25933614060059706,4.533702110853329,0.29116992336674247,0.5878491006624617,-1.6204693066411238,-0.09291462457315018,0.818891270218406,-0.30537480839085057,-0.3311590411003672,0.8998141514084668
50,222.27,1151.07,53.44,75.53,47.8418,0.9614,1,2556.581427513565,0.1930985952200996,3.8885865036002287,-0.6922380081376456,1.4403437659045175,0.9439190969402941,-1.2716838603025689,-0.924149884651014,-0.5525836813223513,-1.2530491635886387,-0.9587409832216975
51,194.9,1199.46,49.97,102.51,31.7218,0.8969,2,1585.1115702941033,0.16248978707084855,3.4880415224463683,-1.3636242661889078,1.736249488959271,0.5582048463799335,0.5784146841988694,-1.5589740047865528,-1.5515675604640415,-1.6790606912175194,-2.112696837031607
52,200.02,1066.06,35.95,115.53,45.1798,0.9952,0,1624.041045455743,0.187625461981502,3.8325424730378024,-1.2380306366228695,0.920506082149929,-1.0002141140973735,1.471234663791483,-1.0289825030009399,-1.5115355225980025,-1.3292238986688873,-1.120201843253722
53,264.83,1080.89,37.16,112.47,58.6288,0.9989,0,2178.456972562423,0.24501105570409565,4.088138678833914,0.3517590376300453,1.0111917997135171,-0.8657143322016865,1.261401396698288,-0.499345431555353,-0.9414173975702195,-0.5305347002379249,-0.3838382592178796
54,277.74,1102.79,31.2,80.09,100.7744,0.9975,0,3144.6138160900746,0.2518521205306541,4.622758599014259,0.6684414121803489,1.1451106948343903,-1.5282091256713548,-0.9589911485558468,1.1603967171781684,0.052102992418067026,-0.43532117662865377,1.1563827283932873
55,299.16,693.13,52.04,79.65,104.1274,0.9985,0,5418.799075771977,0.431607346385238,4.6551729479968404,1.1938741358726415,-1.3599675962714175,0.7882995145816473,-0.9891632523208812,1.2924417094123157,2.3906978502208935,2.0665011090410856,1.2497673156826714
56,187.63,969.79,31.27,114.21,54.1749,0.9958,0,1694.0274582268048,0.19347487600408336,4.010508139726115,-1.5419574081703722,0.33181329524186853,-1.5204281465534224,1.3807183524963789,-0.6747451306044643,-1.439566950853164,-1.247812110554078,-0.6074890831023841
57,317.2,875.14,53.52,101.82,66.5108,0.9957,0,3559.7750216799504,0.3624562927074525,4.212287585079849,1.6363954400467278,-0.24697316243807255,0.952811644503646,0.5310993396582463,-0.18894321599032077,0.4790224161625986,1.104060955514854,-0.02616967304836921
58,260.92,1019.87,49.48,117.03,44.1844,0.9975,0,2186.0764606080897,0.2558365281849648,3.8107518945228103,0.25584671505129436,0.6380533987876845,0.5037379925544069,1.57409410844501,-1.0681824986078206,-0.9335821099713635,-0.37986643356148103,-1.1829797254352505
59,196.69,680.46,38.34,85.24,88.4476,0.998,0,3391.065968527405,0.28905446315727595,4.4936529789631425,-1.319715555852344,-1.4374448748641784,-0.7345492556422547,-0.6058403885787381,0.6749531710189398,0.3055351760674304,0.08245876228504108,0.7844340259315394
60,237.23,730.58,47.65,85.85,79.3774,0.9971,0,3782.348401975737,0.32471461030961696,4.386733042143086,-0.32526912174937855,-1.1309601705966807,0.3003209670427471,-0.5640108810863039,0.3177582743406915,0.7078995317922746,0.5787745185132428,0.476401488294784
61,260.14,939.46,51.06,102.4,52.9619,0.9965,0,2704.1382150384256,0.2769037532199348,3.9882782419872584,0.2367133105470925,0.14634479802652173,0.6793658069305948,0.5708716582576109,-0.7225144642101969,-0.4008477824678268,-0.08665407859859771,-0.671532628352787
62,240.4,975.61,40.82,95.64,63.1191,0.9993,0,2576.4318109317796,0.2464099383975154,4.160742291460686,-0.24750900344384288,0.3674027002465942,-0.45888028117836616,0.10731842768571573,-0.3225122586865805,-0.5321710942696392,-0.5110651361081653,-0.17466983184910104
63,252.84,1079.92,39.43,111.87,53.0732,0.9956,0,2092.8618392737335,0.23412845395955253,3.9903386841838464,0.0576442683923902,1.0052602322127295,-0.6133882950915943,1.2202576188368777,-0.7181313423385415,-1.0294367608607349,-0.6819980885267948,-0.6655965676203812
64,187.78,768.37,40.02,78.65,77.636,0.9986,0,3107.27869775535,0.2443874695784583,4.36482960984536,-1.5382779073041797,-0.8998736387876479,-0.5478057568118784,-1.0577362154232326,0.24917994166054097,0.01371046683936405,-0.5392137339557876,0.4132984783764536
65,299.92,823.36,34.61,100.04,105.208,0.9968,0,3641.1785849204816,0.364263505635445,4.665399435537564,1.21251694026135,-0.5636087966553714,-1.1491642857835074,0.40903946533606184,1.3349969789047764,0.5627314955309879,1.1292136349805388,1.279229462799175
66,288.09,786.58,50.63,105.27,68.7196,0.9981,0,3479.2101451695453,0.36625645198199797,4.244481483400709,0.9223269719476321,-0.7885191602419348,0.6315683637775819,0.7676760623613584,-0.10195813431815105,0.39617577685533895,1.156951340853879,0.06657980372025057
67,253.51,698.25,34.98,111.82,92.8329,0.9836,1,3246.8682245512086,0.36306480486931614,4.541515540783743,0.07407937226138316,-1.3286587038961264,-1.1080362533030081,1.2168289706817592,0.847651323254075,0.1572534557749204,1.1125301907229757,0.922324365318926
68,199.82,868.95,41.78,74.0,74.382,0.9971,0,3107.509373692698,0.22995569365325966,4.322568519723683,-1.2429366377777933,-0.2848251241183557,-0.352169710418151,-1.3766004938491665,0.12103368316668009,0.013947675993105462,-0.7400743123328656,0.2915457798560232
69,205.33,1144.26,31.34,81.64,70.1322,0.9974,0,2197.9848496382256,0.17944348312446473,4.264540117551532,-1.1077763059596544,1.398700493038164,-1.51264716743549,-0.8527030557472024,-0.04632832339361875,-0.9213364509020199,-1.443100182087618,0.12436801574850803
70,191.78,746.2,55.31,101.88,45.6108,0.9983,0,2522.662395109176,0.2570088448137228,3.841832273936132,-1.4401578842057123,-1.0354435887798747,1.1517823962336302,0.5352137174443875,-1.0120092278285815,-0.5874633703999449,-0.3635502021209511,-1.093438257060544
71,231.33,923.72,40.15,112.22,55.5742,0.9988,0,2231.625660796774,0.25043303165461395,4.035553050898192,-0.4699961558196172,0.05009441404466985,-0.533355367021433,1.2442581559227002,-0.6196390889601928,-0.8867428628674632,-0.45507196917749093,-0.5353355842071736
72,307.34,952.27,55.51,87.03,66.8081,0.9976,0,3708.4292743406913,0.3227445997458704,4.216681656837043,1.3945295831090057,0.22467817914516952,1.174013765142008,-0.4830947846255289,-0.17723520042479401,0.631886862620033,0.5513560314681258,-0.013510508497942537
73,308.43,978.5,35.33,86.94,102.6299,0.9951,0,3625.5687763097067,0.3152069494123659,4.6408258982241275,1.421267289403339,0.3850751023881159,-1.0691313577133463,-0.4892663513047408,1.2334684389468715,0.5466795850751306,0.4464474731978761,1.2084339752362843
74,223.05,959.09,30.22,83.9,91.7276,0.9981,0,2771.921352594224,0.23256420148265544,4.529666162885483,-0.6731046036334444,0.26638260219194426,-1.6371428333224076,-0.6977281591358881,0.8041233393839875,-0.33114488721825325,-0.7037692592313457,0.8881867287660654
75,246.85,1056.86,57.1,106.03,38.5775,0.9847,1,2202.8600614303205,0.23356925231345685,3.6782607749657954,-0.08929046619756473,0.8642479161630776,1.3507531479636146,0.8197915143191458,-1.2889886623291573,-0.9163231630974513,-0.6897810229796555,-1.5646819316399438
76,282.54,864.05,46.59,102.71,68.3317,0.9615,1,3183.672140678826,0.3269949655691222,4.238902233063413,0.7861854398985099,-0.31478871252439655,0.1824947118283435,0.5921292768193389,-0.11723408197327367,0.09226752899167234,0.6105123641327613,0.05050618180631056
77,285.0,807.9,33.72,72.05,145.2215,0.9974,0,4896.1336778493505,0.3527664314890457,4.985122595327119,0.8465292541040668,-0.6581469755854498,-1.2480938774257901,-1.5103177718987517,2.910774580086127,1.853229494584691,0.9691980572263317,2.2003405219739127
78,316.91,846.95,53.81,74.24,93.663,0.9989,0,5040.112238437721,0.3741779325816164,4.550323216348612,1.62928173837209,-0.4193555210434345,0.9850471294207942,-1.3601429827046025,0.880341614949144,2.001285823765592,1.2672020253911849,0.9476989655629743
79,185.18,823.62,31.46,75.46,94.6988,0.9985,0,2979.5480590353804,0.22483669653480975,4.56120575919534,-1.6020559223181832,-0.5620188919644388,-1.499308346090463,-1.276483967719734,0.9211326089712529,-0.11763776594980334,-0.8113202024611306,0.979051184697372
80,283.52,1080.52,31.47,81.73,102.0245,0.9992,0,3210.4757315822876,0.2623921815422204,4.634966824022131,0.8102248455576334,1.0089292430379584,-1.4981967776450442,-0.8465314890679906,1.209627091407786,0.11983025264869467,-0.28862524939932677,1.1915541907141471
81,274.82,617.76,42.04,114.78,92.1899,0.9962,0,3875.808676296567,0.44486531986531985,4.5346393467204775,0.5968137953184675,-1.8208565061006532,-0.3232689308372596,1.4198049414647196,0.8223292445166587,0.8040067930653098,2.251024776476044,0.9025142946287886
82,299.47,779.37,47.71,89.85,89.6396,0.9993,0,4276.530330288532,0.38424625017642455,4.506891203647347,1.2014784376627727,-0.8326084403251086,0.3069903777152608,-0.2897190286768987,0.7218955004979453,1.2160777074493616,1.4073322564770334,0.8225728807098022
83,227.87,1030.58,54.22,119.94,33.999,0.9202,2,1843.492596369666,0.2211085020085777,3.555319489652671,-0.5548699757997916,0.7035452420180291,1.030621435682969,1.773641431072852,-1.4692952525301848,-1.2858686529710577,-0.8632089868160552,-1.918871404825474
84,319.66,1020.53,47.86,89.62,73.0344,0.9554,1,3495.0836912473906,0.31322940040959113,4.3045298500528375,1.696739254252286,0.6420893106954366,0.32366390439654424,-0.30549081019043883,0.0679636469201136,0.41249889436509607,0.4189240666174845,0.23957701369734877
85,189.4,721.19,30.53,92.66,92.8326,0.9967,0,2834.2488730351592,0.2626215005754378,4.541512343605785,-1.4985392979493002,-1.1883801900115212,-1.6026842115144213,-0.0970290023592914,0.8476395089094076,-0.26705212336700956,-0.28543360106140453,0.9223151543628691
86,285.27,924.51,38.54,114.85,69.7189,0.9966,0,2686.664825735712,0.30856345523574646,4.258712863909776,0.8531523556632129,0.05492527829788836,-0.7123178867338771,1.4246050488818838,-0.06260455223059229,-0.41881605404893313,0.3539837258616551,0.10757990512939877
87,283.92,954.45,49.6,84.97,70.5798,0.9966,0,3500.879686650553,0.29746974697469747,4.270812911257419,0.820036847867481,0.23800891847683683,0.5170768138994343,-0.6243550886163728,-0.028701321149656442,0.4184590442640453,0.19958216993324313,0.14243971145618578
88,219.65,936.89,53.76,109.19,39.9401,0.9272,2,2147.1369122834535,0.23444587945223025,3.7121100228290858,-0.7565066232671417,0.1306292016584554,0.9794892871936992,1.0364820777225756,-1.2353279088492142,-0.973624506293067,-0.6775801798521216,-1.46716345167701
89,294.05,1141.53,53.63,79.26,60.6031,0.9955,0,3249.9732491999534,0.25759287973158834,4.120712193948555,1.0685258063643492,1.38200649378337,0.9650388974032539,-1.0159067079307982,-0.42159522929830623,0.16044642109997104,-0.35542163970403834,-0.28999511995940347
90,251.78,859.78,31.08,117.99,79.8695,0.9952,0,2481.9252057043136,0.2928423550210519,4.392836744326159,0.03164246227129632,-0.3408998395639458,-1.5415479470163818,1.6399241530232669,0.3371377377103381,-0.6293543206899298,0.13517841054810734,0.4939860373353918
91,243.72,909.65,39.38,72.55,93.7864,0.9969,0,3693.001030417293,0.2679272247567746,4.551625939054007,-0.16606938427211523,-0.03594388980696039,-0.6189461373186885,-1.476031290347576,0.8852012487223901,0.6160216591364638,-0.2115888550442655,0.95145206337349
92,208.98,781.24,41.82,90.83,70.4157,0.9955,0,2945.038246968478,0.26749782397214683,4.268517733128908,-1.0182417848823035,-0.8211733565864768,-0.3477234366364754,-0.22251752483659418,-0.035163767682798185,-0.15312496678351595,-0.21756522901258007,0.13582738484731832
93,251.14,893.7,39.99,91.57,76.7382,0.9991,0,3068.8164805098445,0.28101152512028643,4.353346771052595,0.015943258575541203,-0.13347842757764208,-0.5511404621481353,-0.17177353214085456,0.2138235461854988,-0.02584107940652791,-0.029482359468377385,0.380216827958328
94,213.95,887.92,50.5,81.41,58.6099,0.9996,0,2959.788631222085,0.24095639246778988,4.087821667659551,-0.8963276561824579,-0.16882323186068604,0.6171179739871357,-0.8684748372607435,-0.5000897352694075,-0.13795682134802656,-0.5869672562164742,-0.38475155714343634
96,195.49,972.09,37.25,98.46,54.8321,0.9992,0,2042.4820084228245,0.20110277854931127,4.022348972800795,-1.3491515627818838,0.34587783673858175,-0.855710216192916,0.3006941836343459,-0.6488638395527848,-1.0812434520101584,-1.1416474274977637,-0.5733760638825426
97,266.68,697.65,53.19,112.77,63.7271,0.9995,0,3389.684421816636,0.382254712248262,4.170179970070719,0.39713954831308695,-1.332327714721356,0.9161298858048215,1.2819732856289932,-0.29856852016037666,0.3041145011158787,1.3796141528850732,-0.14748021522464266
98,317.85,816.92,54.39,85.92,83.2515,0.9979,0,4528.437923395056,0.3890833863781032,4.433806373228282,1.6523399438002295,-0.6029895128461675,1.0495180992550905,-0.5592107736691388,0.47032478326234717,1.475119841054081,1.4746552235320738,0.6120180819857375
99,224.47,646.87,30.9,87.32,128.6236,0.979,1,3973.9973142880967,0.3470094454836366,4.8646348661056384,-0.6382719954334889,-1.6428483308966058,-1.561556179033922,-0.46320862532584756,2.257130208895206,0.9049763349810697,0.8890726766253094,1.853219656679679
100,283.4,790.29,56.7,99.69,63.4408,0.9957,0,3597.176630642212,0.35860253830872213,4.165746972880998,0.8072812448646793,-0.7658324433059334,1.3062904101468584,0.3850389282502383,-0.30984334308809397,0.5174833155199936,1.0504246365015697,-0.16025152256262157
101,251.02,1195.06,30.12,70.83,98.4576,0.9551,1,2965.523521970944,0.21004803106120196,4.5997314226918125,0.012999657882587771,1.7093434095742546,-1.6482585177765965,-1.59397678688362,1.0691584714256859,-0.13205950671271025,-1.0171479478370413,1.0900422518818798
102,303.25,921.72,48.65,83.66,80.8305,0.9979,0,3932.637699068759,0.3290044699040923,4.404650034749146,1.2942018594908236,0.03786437796057177,0.4114778115846378,-0.7141856702804531,0.3749830217953413,0.8624453304989742,0.638480523080447,0.5280197071546775
103,297.07,610.9,47.87,81.56,124.544,0.9962,0,5962.267459125543,0.48628253396627924,4.832656294736419,1.1426064238036915,-1.8628055298691097,0.3247754728419629,-0.8581888927953905,2.0964708738762887,2.949558374568341,2.8274670398679254,1.7610905292051962
104,235.46,1006.57,51.77,98.35,45.9424,0.9998,0,2378.476106439261,0.23392312506830126,3.8489213182168096,-0.3686872319704499,0.5567236588284326,0.7582871665553372,0.2931511576930873,-0.9989504388560663,-0.7357333109483686,-0.6848558435299226,-1.0730149724595492
105,181.75,1077.62,45.61,90.4,40.9082,0.9994,0,1865.6937042348156,0.16865871086282735,3.7354815118378304,-1.686193842125119,0.9911956907160155,0.07356100417729018,-0.2520038989706047,-1.1972030186070792,-1.2630387641262821,-1.5932019855915918,-1.3998310225545614
106,200.91,1176.93,35.35,79.98,60.3756,0.9585,1,2134.3690795121097,0.17070683897937855,4.1170123620343135,-1.216198931483461,1.5984781324719064,-1.066908220822508,-0.9665341744971053,-0.4305544406711868,-0.9867539503158146,-1.5646962632041952,-0.30065420419821415
