job_id,time_step,melt_pool_temp_C,oxygen_ppm
3,95,1482.66,510.85
3,96,1504.21,509.04
3,97,1475.58,492.32
3,98,1505.94,495.63
3,99,1507.89,518.1
4,0,1485.15,499.92
4,1,1504.06,503.88
4,2,1502.0,494.0
4,3,1499.39,509.86
4,4,1530.68,491.25
4,5,1498.85,506.4
4,6,1478.05,495.38
4,7,1498.12,507.77
4,8,1501.02,501.79
4,9,1509.63,494.49
4,10,1501.57,498.97
4,11,1513.68,497.1
4,12,1509.23,496.64
4,13,1461.93,501.12
4,14,1507.44,491.26
4,15,1503.6,501.42
4,16,1525.37,498.29
4,17,1498.15,508.78
4,18,1485.14,506.75
4,19,1469.63,498.15
4,20,1489.39,507.43
4,21,1503.5,491.63
4,22,1485.5,501.72
4,23,1494.36,498.74
4,24,1519.04,488.15
4,25,1517.3,506.14
4,26,1497.14,497.96
4,27,1510.85,494.33
4,28,1487.66,499.74
4,29,1501.81,484.55
4,30,1500.96,494.79
4,31,1488.71,503.83
4,32,1519.51,496.41
4,33,1492.66,497.46
4,34,1484.27,495.06
4,35,1494.48,509.7
4,36,1507.05,479.02
4,37,1517.9,498.56
4,38,1478.32,505.03
4,39,1493.88,496.51
4,40,1483.01,493.98
4,41,1503.22,488.66
4,42,1514.42,502.0
4,43,1491.0,508.19
4,44,1509.63,489.68
4,45,1473.72,503.57
4,46,1514.14,501.08
4,47,1510.13,511.23
4,48,1507.51,487.86
4,49,1494.06,501.3
4,50,1517.11,493.74
4,51,1488.1,502.59
4,52,1499.79,519.58
4,53,1527.89,508.06
4,54,1480.45,492.61
4,55,1503.36,495.44
4,56,1504.82,496.6
4,57,1483.92,487.79
4,58,1505.99,502.88
4,59,1501.92,501.02
4,60,1499.31,504.2
4,61,1481.98,500.24
4,62,1482.54,482.75
4,63,1510.42,496.07
4,64,1502.52,492.14
4,65,1502.96,489.45
4,66,1532.48,499.14
4,67,1511.36,495.77
4,68,1503.77,504.42
4,69,1494.28,494.21
4,70,1500.29,506.17
4,71,1501.73,506.91
4,72,1513.44,509.76
4,73,1496.26,490.5
4,74,1493.06,506.11
4,75,1482.27,511.38
4,76,1495.32,500.79
4,77,1527.98,503.75
4,78,1513.7,508.84
4,79,1500.62,502.3
4,80,1505.93,497.11
4,81,1478.84,513.47
4,82,1482.14,497.01
4,83,1518.35,489.73
4,84,1491.01,513.79
4,85,1493.98,507.22
4,86,1511.09,490.08
4,87,1474.15,506.33
4,88,1491.06,511.47
4,89,1499.42,499.88
4,90,1491.19,500.45
4,91,1519.49,500.28
4,92,1492.99,495.58
4,93,1514.75,489.24
4,94,1534.62,505.43
4,95,1506.31,500.17
4,96,1519.58,501.8
4,97,1506.78,508.24
4,98,1520.12,502.97
4,99,1514.34,507.42
5,0,1491.39,501.88
5,1,1523.91,496.61
5,2,1501.99,497.02
5,3,1497.14,492.56
5,4,1510.29,503.58
5,5,1492.7,489.6
5,6,1493.45,484.73
5,7,1509.72,491.99
5,8,1513.45,502.14
5,9,1523.2,515.24
5,10,1495.53,511.25
5,11,1530.08,490.38
5,12,1480.48,495.87
5,13,1486.97,492.11
5,14,1521.59,507.86
5,15,1499.52,507.5
5,16,1504.56,505.15
5,17,1502.99,499.88
5,18,1518.18,503.42
5,19,1494.37,496.41
5,20,1500.08,489.97
5,21,1514.65,489.6
5,22,1505.1,498.75
5,23,1480.44,500.64
5,24,1500.96,516.45
5,25,1524.53,490.54
5,26,1493.93,504.21
5,27,1473.74,500.03
5,28,1498.84,503.41
5,29,1489.9,505.02
5,30,1508.09,498.22
5,31,1510.91,504.63
5,32,1529.92,496.97
5,33,1483.86,510.29
5,34,1495.88,498.88
5,35,1477.19,506.93
5,36,1517.71,488.16
5,37,1507.53,512.45
5,38,1480.3,491.93
5,39,1501.58,484.72
5,40,1487.66,494.1
5,41,1495.37,501.25
5,42,1489.48,494.67
5,43,1513.48,500.04
5,44,1498.28,503.73
5,45,1490.07,489.62
5,46,1501.77,508.07
5,47,1512.32,501.49
5,48,1480.29,504.86
5,49,1525.67,505.32
5,50,1529.73,500.43
5,51,1499.1,502.73
5,52,1484.04,500.03
5,53,1466.79,505.95
5,54,1505.84,505.07
5,55,1509.05,494.27
5,56,1498.92,503.21
5,57,1474.4,511.08
5,58,1504.77,491.22
5,59,1470.97,496.23
5,60,1512.66,509.39
5,61,1516.2,485.99
5,62,1518.32,499.52
5,63,1504.66,506.4
5,64,1492.8,496.35
5,65,1502.94,498.17
5,66,1477.11,501.16
5,67,1527.87,499.54
5,68,1509.01,510.27
5,69,1538.32,502.18
5,70,1489.24,507.38
5,71,1481.77,501.04
5,72,1498.54,503.46
5,73,1466.67,505.01
5,74,1466.95,506.57
5,75,1485.62,508.94
5,76,1490.23,488.68
5,77,1495.12,505.14
5,78,1516.24,494.25
5,79,1534.17,503.64
5,80,1477.95,514.08
5,81,1509.15,495.97
5,82,1479.41,507.76
5,83,1488.74,505.45
5,84,1506.84,488.49
5,85,1502.49,498.06
5,86,1499.48,498.7
5,87,1488.28,494.17
5,88,1506.78,503.82
5,89,1477.57,488.42
5,90,1497.68,489.19
5,91,1502.8,517.94
5,92,1480.79,492.88
5,93,1513.44,500.5
5,94,1497.62,504.62
5,95,1491.0,498.97
5,96,1511.0,499.46
5,97,1492.92,506.39
5,98,1468.33,507.2
5,99,1513.66,496.05
