sample_id,laser_power_W,scan_speed_mm_s,layer_thickness_um,hatch_spacing_um,energy_density_J_mm3,density,quality_label,power_density,line_energy_J_mm,log_energy_density,laser_power_W_z,scan_speed_mm_s_z,layer_thickness_um_z,hatch_spacing_um_z,energy_density_J_mm3_z,power_density_z,line_energy_J_mm_z,log_energy_density_z
16,247.56,1100.99,44.38,119.99,42.2235,0.998,0,1873.9243144753812,0.22485217849390093,3.7663843288272556,-0.07327837597457326,1.1144002252618987,-0.06700122407768659,1.6647009370041324,-1.2676020458412827,-1.3079787593304715,-0.8221552966246065,-1.430694904307227
17,219.21,828.95,34.41,72.02,106.7197,0.996,0,3671.7990838977703,0.26444297002231737,4.679532482941377,-0.7584392271739708,-0.44434052672692953,-1.2123114753499442,-1.5985048651656646,1.6573228121475805,0.6483976075075035,-0.3020204423893292,1.4701076617280164
18,307.98,1146.51,43.28,115.77,53.6114,0.9612,1,2320.3240116180837,0.2686239108250255,4.0002426521658,1.386948030708588,1.3752217185369005,-0.1933644413695105,1.3776313417329933,-0.7511568631748405,-0.8222242270867214,-0.24709218884779396,-0.6877959329050817
19,238.73,870.49,58.55,114.68,40.8456,0.9964,0,2391.4181847305426,0.2742478374248986,3.7339866540127007,-0.28668120899364524,-0.20632372464776513,1.5607867659451695,1.3034830339496903,-1.3300902848665719,-0.7448623538001923,-0.17320631465012054,-1.5336127690723473
20,204.74,1161.72,58.66,75.41,39.838,0.9438,2,2337.0730748849674,0.17623868057707537,3.709613020500843,-1.108149192495145,1.462372309765213,1.5734230876743518,-1.3678968253625456,-1.3757852915012196,-0.8039985574798596,-1.4608284243059817,-1.6110406194340354
21,292.77,652.85,51.3,79.18,110.3991,0.998,0,5663.666427864239,0.44844910775829055,4.713119248465935,1.019353796255577,-1.453362164814096,0.7279382883399677,-1.1114389167909349,1.8241848679351187,2.8158690376028725,2.1154105291789453,1.5768029172344804
22,190.32,952.98,32.3,114.24,54.1194,0.999,0,1748.1651100281454,0.1997103821696153,4.009501741305083,-1.4566507612533575,0.2663292845845481,-1.4546991012460788,1.2735516069545945,-0.7281188884126324,-1.4448249622347822,-1.152462523671562,-0.6583825355134616
23,253.77,871.05,46.39,99.32,63.2277,0.9569,1,2933.327026743801,0.29133804029619426,4.162434581816469,0.07680447714529501,-0.20311502437900444,0.1638988366101002,0.25860412793909776,-0.3150543499743994,-0.15517853959555752,0.05132090079927038,-0.17255997299964235
24,261.7,791.43,49.32,84.75,79.1078,0.9962,0,3901.6787393954796,0.3306672731637669,4.383373227610511,0.26845617203105193,-0.6593234447339175,0.5004844972146852,-0.7325342614212091,0.40511364809911404,0.8985435758927548,0.5680194565752373,0.5292969904823329
25,210.49,1045.84,47.49,116.02,36.5296,0.9608,1,1734.7358704300507,0.20126405568729444,3.6251299549499767,-0.9691835877545264,0.7984005470080242,0.2902620539019241,1.3946378343438428,-1.5258223696573026,-1.4594381307497162,-1.1320507128072297,-1.8794184201581976
26,238.58,1196.17,32.55,106.47,57.5502,0.9533,1,1873.3282142586581,0.19945325497211935,4.0698845059217525,-0.2903063986825304,1.6597646745131,-1.4259801882252099,0.7449898166093931,-0.5725309281484899,-1.3086274120598484,-1.1558406025688606,-0.4665642881073065
27,279.91,869.65,37.33,84.05,102.5842,0.9757,1,3829.448163604763,0.3218651181509803,4.640384808542094,0.7085542002617771,-0.21113677505090683,-0.8768745712661938,-0.7801524407315878,1.4697764644524764,0.8199451140624815,0.45237873716082583,1.3457470376166745
28,243.59,750.52,38.79,70.09,119.3626,0.9549,1,4630.641136607644,0.3245616372648297,4.790508853389611,-0.16922506307374816,-0.8937304590107257,-0.7091561192243185,-1.729794988121422,2.230682676559242,1.6917716863676637,0.48780499468381644,1.8226468841040657
29,232.12,1158.05,52.35,99.61,38.4384,0.9233,2,2012.251736697346,0.20044039549242262,3.6747399609602147,-0.4464312346172082,1.441343863361011,0.848557723027618,0.27833165936768356,-1.4392576329917448,-1.1574563178772141,-1.1428717739393761,-1.7218220519378253
30,230.43,1180.5,56.1,80.99,42.962,0.9954,0,2410.1364420882433,0.19519695044472682,3.7833256244058817,-0.4872750384453204,1.5699783652068766,1.2793414183406535,-0.9883119102883856,-1.2341108167824422,-0.7244938849024606,-1.211758967660078,-1.3768774011287686
31,242.53,1141.17,55.76,81.48,46.7721,0.9992,0,2608.3393926435097,0.2125274937125932,3.8664417870803858,-0.19484307020854053,1.3446244695455014,1.2402836966322712,-0.95497918477112,-1.0613214710314776,-0.5088172566418304,-0.9840742145027722,-1.1128418479943403
32,277.29,971.08,50.6,89.54,63.0229,0.996,0,3189.0557247516886,0.28554804959426616,4.159240831860045,0.6452342203625734,0.37003906112843066,0.6475253318815348,-0.4066898629973328,-0.32434210042971484,0.12309533665757584,-0.02474668596795578,-0.18270557536123985
33,189.19,611.41,51.16,71.0,85.1763,0.9958,0,4358.201349869881,0.30943229584076154,4.456395197870808,-1.4839605235762963,-1.6908059847024106,0.7118556970482809,-1.6678913550179302,0.6803222107850617,1.3953134629000887,0.28903913291428773,0.7612662692392038
34,214.65,865.64,35.4,103.99,67.3509,0.9978,0,2384.525648962125,0.24796682223557137,4.224654730603384,-0.8686449937160963,-0.23411336090399898,-1.0985845797873026,0.5762854099097661,-0.1280658115107431,-0.7523625391936664,-0.5184803411833959,0.025095102408440397
35,293.65,737.73,38.7,115.69,88.9082,0.9777,1,3440.6202381088005,0.3980453553468071,4.498789149776258,1.0406215757637063,-0.9670148812204635,-0.719494927911831,1.3721892640975215,0.8495651596336548,0.3968379115228245,1.4532174433286462,0.8959393602569572
36,183.04,910.07,46.32,72.78,59.66,0.9998,0,2763.4980187618507,0.20112738580548747,4.105284502260435,-1.6325933008206104,0.02046262649073618,0.15585754096425683,-1.5468051276286818,-0.4768507723348931,-0.33997976339056557,-1.1338462507671363,-0.35410893269292626
37,186.6,850.01,55.52,115.02,34.379,0.9092,2,1908.5970187456817,0.21952682909612828,3.5661184237759427,-1.546555465537723,-0.323670477333882,1.2127135401322375,1.326611863900445,-1.6233528195069193,-1.2702492909812544,-0.8921185311503496,-2.0668806630418572
38,199.27,671.11,46.13,78.65,81.8394,0.9972,0,3775.2827500071216,0.2969259882880601,4.416903793623317,-1.240347776483177,-1.3487356167648532,0.13403116706839663,-1.1474926811259358,0.528992647824406,0.7610044487476917,0.12473409619187355,0.6358137167028698
39,266.62,1147.7,56.16,100.61,41.1162,0.9994,0,2308.996068479963,0.2323080944497691,3.7404324647722964,0.3873623938265034,1.382040206608018,1.2862339574656616,0.3463576298110815,-1.317818481774734,-0.8345508477263912,-0.7242011611001257,-1.5131363279741856
40,198.05,1175.95,39.89,92.74,45.5229,0.9991,0,1816.012772626224,0.16841702453335602,3.8399446644865027,-1.2698326526194472,1.5439076755231935,-0.5827929019324947,-0.1890067575784603,-1.1179731207813806,-1.3709958135590252,-1.5635875702871473,-1.1970153973429167
41,198.85,920.16,36.1,116.3,51.4712,0.9993,0,1858.1575330351163,0.216103721091984,3.9602644476486506,-1.2504983076120573,0.07827652954751883,-1.0181716233288691,1.4136851060679942,-0.8482156694466483,-1.3251355486216096,-0.9370905489865994,-0.8147949064301757
42,260.03,1196.68,33.7,116.05,55.566,0.9975,0,1872.4070963703296,0.21729284353377676,4.035408097998791,0.22809572682812407,1.662686883686436,-1.2938731883292116,1.3966786134571447,-0.6625150807531626,-1.3096297361918996,-0.921468127608996,-0.5760856753214416
43,223.14,1069.46,46.02,95.42,47.5134,0.9965,0,2186.6207790795975,0.2086473547397752,3.881840048442548,-0.663459257325166,0.9337389404868374,0.12139484533921432,-0.00669715679015347,-1.0277032610093813,-0.9677148078306591,-1.0350506017162167,-1.0639261097643535
44,318.62,676.51,48.92,117.85,81.6906,0.995,0,3996.4025353186726,0.47097603878730543,4.415105931724198,1.6440948193068803,-1.3177945784589435,0.454534236381295,1.5191253602552608,0.5222445166342161,1.0016182721247149,2.411364248081859,0.6301024393084573
45,276.58,787.73,41.98,75.52,110.7408,0.9956,0,4649.234003649621,0.3511101519556193,4.716181903482732,0.6280749891685136,-0.6805237857953736,-0.34270278907803,-1.360413968613772,1.8396810804867847,1.712003710472641,0.8365933690952152,1.5865320696086915
46,192.88,904.35,32.45,110.69,59.3701,0.9892,1,1926.8249754977403,0.21328025653784485,4.100493949258843,-1.3947808572297082,-0.01231195482589425,-1.4374677534335567,1.0320594118805322,-0.4899978370663185,-1.2504143478517453,-0.9741845869588274,-0.369327107725243
47,200.79,997.15,38.62,96.53,54.01,0.9728,1,2086.0239001157443,0.2013638870781728,4.007514986887367,-1.2036125209691355,0.5194155182830721,-0.7286849800785097,0.06881167040201816,-0.7330802160484309,-1.0771803612327857,-1.1307391505995041,-0.6646938687697659
48,180.53,943.11,39.08,97.56,50.2078,0.9967,0,1962.0733578374159,0.19141987679061828,3.9358918641923313,-1.6932548082812975,0.2097759423476353,-0.6758421801201105,0.13887841995871808,-0.9055112940816367,-1.2120584493478883,-1.261381306054236,-0.8922194210748863
49,223.8,773.97,36.78,108.85,72.2159,0.9978,0,2656.4859395065805,0.2891584945152913,4.293412610494667,-0.6475084226940683,-0.7593661352563583,-0.9400561799121053,0.9068916262646798,0.09256361214702039,-0.4564260845592328,0.02268652186205245,0.24351862275960834
50,276.86,642.91,46.43,116.26,79.7748,0.998,0,3704.0745164856244,0.4306357032866187,4.391665035693879,0.6348420099211008,-1.510316594584604,0.16849386269343916,1.410964067250259,0.4353623275605176,0.6835184594257026,1.8813820548642348,0.5556376210327395
51,261.36,1034.39,45.15,106.99,52.3074,0.9988,0,2361.6287142303036,0.25267065613550016,3.9760751583078493,0.26023907540291163,0.7327940861556798,0.021453028026589573,0.7803633212399598,-0.8102937117770448,-0.7772780798888389,-0.4566824365335144,-0.7645689383390082
52,202.94,904.76,46.12,75.34,64.5427,0.979,1,2977.204373229499,0.22430257747911048,4.182701838638179,-1.1516514687617736,-0.009962727843408696,0.13288241054756128,-1.372658643293583,-0.2554186475879744,-0.1074329428698415,-0.8293758303062939,-0.10817687116667886
53,183.96,661.12,46.79,84.37,70.4787,0.9983,0,3298.0334512813556,0.27825508228460794,4.2693995032204155,-1.6103588040621108,-1.4059765376307862,0.2098490974434905,-0.7583841301897001,0.013780994515310965,0.24168059761146785,-0.12056003907631811,0.16723605800185967
54,295.4,945.53,53.79,80.49,72.1546,0.9864,1,3881.4433393293757,0.31241737438262135,4.292575009972924,1.0829154554673728,0.2236421113662094,1.0139786620278235,-1.0223248955100845,0.08978363605858843,0.876524212177252,0.3282564188616195,0.24085781275650178
55,287.22,727.38,48.16,84.75,96.7572,0.9975,0,4659.224268845124,0.3948692567846243,4.582486853441913,0.885221777766807,-1.0263185379734572,0.3672287407978525,-0.7325342614212091,1.205520009847382,1.7228747227696801,1.411490579608529,1.1618222977306996
56,204.24,993.92,30.21,118.14,57.5821,0.9965,0,1739.3717233997538,0.20548937540244688,4.0704291891694755,-1.120233158124764,0.5009081935186113,-1.6947892141005436,1.5388528916838466,-0.5710842521742489,-1.4543935785126452,-1.0765394191630795,-0.4648339899562864
57,189.79,648.06,39.97,98.65,74.2716,0.9984,0,2968.6638208225327,0.2928586859241428,4.321102905629339,-1.4694597648207537,-1.48080801175582,-0.5736028497658168,0.213026727742022,0.18579031434913013,-0.1167264349266317,0.07129879872709635,0.3314825296229532
58,183.79,1193.95,30.5,101.12,49.9021,0.9997,0,1522.2944952956384,0.15393441936429497,3.929904180072802,-1.6144673523761819,1.6470444698762259,-1.6614752749963355,0.3810508747372147,-0.9193748942485799,-1.6906084506853205,-1.7538567575841446,-0.9112405288549149
59,254.86,1084.59,49.35,77.8,61.213,0.9964,0,3020.344531646435,0.2349828045620926,4.130563981122439,0.10314752221786452,1.0204311459624689,0.5039307667771896,-1.2053147560028248,-0.4064216880716851,-0.06048952510573637,-0.6890614253007931,-0.27380347862115534
60,210.95,954.81,31.09,78.31,90.7387,0.999,0,2821.274521939379,0.22093400781307276,4.518944318586827,-0.9580663393752774,0.2768148586771059,-1.5936986402670847,-1.1706215110766913,0.932578964362439,-0.27710965291486755,-0.8736313358060593,0.9599663915126818
61,238.96,856.32,38.32,80.19,90.8228,0.9971,0,3479.9171847281245,0.27905455904334825,4.519860632801785,-0.2811225848040201,-0.28751530109123535,-0.7631476757035522,-1.0427326866431037,0.9363929282945292,0.4395992978899285,-0.11005669445201532,0.9628772517209263
62,317.81,1040.72,54.63,70.13,79.701,0.9978,0,4354.415013739076,0.3053751249135214,4.390750966772858,1.6245187949868973,0.7690638588364956,1.1104742097779439,-1.7270739493036866,0.43201547217183434,1.3911933213589787,0.2357369399704315,0.5527338934616068
63,288.6,679.3,41.56,101.17,101.0383,0.9796,1,4199.358598174362,0.42484910937730025,4.6253482330015485,0.9185735229045554,-1.3018083753342238,-0.39095056295308933,0.3844521732593844,1.399669367631812,1.2224670495981969,1.8053590943891507,1.2979802686472819
64,290.17,723.54,59.68,100.99,66.5355,0.9765,1,3971.107026150266,0.4010420985709153,4.212653385553841,0.956517174981559,-1.0483210541021042,1.690596252799498,0.37220749857957236,-0.16504448202472857,0.9740926973928868,1.4925879772300283,-0.013029633822739417
65,268.22,884.41,32.82,105.9,87.2679,0.9974,0,2863.7925408977435,0.30327563008107106,4.480376508106792,0.42603108384128474,-0.12656460368142036,-1.394963762162671,0.7062150134566567,0.7751769903374928,-0.23084322275542046,0.20815425226739612,0.8374478241774779
66,190.62,825.21,47.5,90.77,53.5742,0.9775,1,2544.846827555856,0.23099574653724506,3.9995612436020442,-1.4494003818755858,-0.46577006066472626,0.2914108104227586,-0.32301791935195406,-0.7528438959723883,-0.5779073600906453,-0.7414424908092508,-0.6899605670899668
67,262.81,768.47,32.55,96.41,108.9954,0.9986,0,3547.258887312553,0.3419912293258032,4.700438546736193,0.29528257572880645,-0.7908801557531182,-1.4259801882252099,0.0606485539488101,1.7605265900341112,0.5128778808477025,0.7167910284565393,1.5365200650477537
68,188.9,891.1,32.18,109.86,59.9637,0.9984,0,1929.593909045297,0.2119851868477163,4.110278605074549,-1.490969223641475,-0.08823209511354305,-1.4684841794960957,0.975597856412512,-0.46307787285598995,-1.2474013036476013,-0.9911989192945688,-0.33824413989566227
69,253.23,803.89,47.19,70.18,95.1077,0.9981,0,4488.540672178455,0.3150057843734839,4.565469437636348,0.06375379426530597,-0.5879298637539848,0.2557993582768808,-1.723672650781516,1.1307146173862348,1.5371435692962614,0.362262363206837,1.1077629830251223
70,185.46,1036.76,50.46,84.82,41.793,0.9953,0,2108.9862793214484,0.17888421621204523,3.756374537809893,-1.5741069071732539,0.7463737640788284,0.6314427405898481,-0.7277724434901718,-1.2871253689419337,-1.0521936064440505,-1.4260719761839071,-1.462493060321473
71,216.76,1079.19,40.28,113.91,43.7805,0.9733,1,1763.2722716359426,0.20085434446205022,3.801772776807246,-0.8176506587591045,0.9894901076565599,-0.5379913976199389,1.2511030367082734,-1.1969915602019943,-1.428385945211927,-1.137433406110242,-1.318276234624924
72,276.64,734.76,38.78,85.13,114.0384,0.9984,0,4422.693438593437,0.3765038924274593,4.745265985670175,0.6295250650440678,-0.9840324522887139,-0.7103048757451531,-0.7066843926527182,1.9892283749274509,1.4654912085210028,1.170210581302977,1.6789236271670174
73,287.84,887.64,50.94,80.58,78.9997,0.9955,0,4024.2691390935165,0.3242756072281555,4.38202288466685,0.9002058951475334,-0.10805727891695946,0.6865830535899162,-1.0162025581701786,0.40021127591054206,1.0319416105331278,0.48404719683009917,0.5250073489183107
74,224.19,841.69,49.63,109.84,48.8613,0.9988,0,2424.954226893268,0.26635697228195654,3.9092451507599293,-0.6380829295029659,-0.37134259561261657,0.5360959493605632,0.9742373370036443,-0.9665755323046948,-0.7083697562954641,-0.2768747141052948,-0.9768681764305888
75,260.66,1153.91,54.11,79.72,52.3719,0.9954,0,2833.5779469374797,0.22589283392985587,3.977284390236809,0.2433215235214453,1.4176224006598142,1.0507388706945358,-1.0747048927515006,-0.8073686145877488,-0.2637215514147944,-0.8084834011511082,-0.7607275648809833
76,300.86,1192.67,42.99,97.31,60.3019,0.9958,0,2592.308496615416,0.25225753980564614,4.115810837567864,1.2148723601428133,1.6397102978333438,-0.2266783804737185,0.12187192734786859,-0.4477403865083937,-0.5262614450035565,-0.46210986532984466,-0.3206698677031284
77,267.1,689.68,52.67,74.33,98.9243,0.9968,0,5210.29272005807,0.3872810578819163,4.60441289931891,0.39896300083093805,-1.2423328239239753,0.8853179316943305,-1.4413648734414153,1.3037987403733304,2.322525662200449,1.3117985406823705,1.2314748835202454
78,260.6,620.86,51.66,119.11,68.211,0.9968,0,3523.9724636521246,0.4197403601456045,4.2371598095284675,0.24187144764589094,-1.6366591676670683,0.769293523090019,1.6048380830139426,-0.0890599806190591,0.48753851367249335,1.7382415037987882,0.06482005270366002
79,189.19,1178.73,53.11,93.98,32.155,0.8883,2,1707.844791462546,0.16050325350165007,3.501193534820831,-1.4839605235762963,1.5598365804288283,0.9358632186110597,-0.10465455422864628,-1.724211984607611,-1.4886999415641042,-1.6675569021221348,-2.273127900833463
80,285.2,898.83,47.02,72.98,92.4534,0.9964,0,4347.785430032581,0.3173013806837778,4.537462916332286,0.8364025566231453,-0.04394057176082406,0.23627049742269046,-1.5331999335400022,1.0103411992536966,1.3839792700212825,0.39242138772092694,1.0187945188186125
81,266.01,935.04,58.29,70.92,68.8216,0.9951,0,4011.4284134247337,0.2844905030800821,4.245943417484215,0.37261995575836787,0.1635362795460255,1.530919096403466,-1.673333432653402,-0.06136906056038875,1.0179688396490205,-0.038640492602443836,0.09272298650720906
82,215.06,715.76,56.6,81.23,65.3485,0.9501,1,3698.9270297773496,0.30046384262881415,4.194921153137587,-0.8587361418998087,-1.092899068550248,1.3367792443823916,-0.9719856773819695,-0.21887534037658143,0.677917167547116,0.1712136254155559,-0.06935971023241491
83,259.98,753.89,53.96,99.8,64.0372,0.9985,0,3455.424558012549,0.34485137088965234,4.1749594138823545,0.22688733026516328,-0.8744209591790747,1.0335075228820145,0.291256593751929,-0.27834324649013237,0.41294738815567544,0.7543669206772631,-0.13277227279766554
84,273.77,833.23,36.75,106.1,84.2651,0.9965,0,3096.7459192084025,0.32856474202801145,4.445765226578358,0.5601631023300546,-0.41981688895854197,-0.9435024494746098,0.7198202075453356,0.6389989773139513,0.02264744948336862,0.5403968786069149,0.7274979832681978
85,272.58,1138.6,53.54,104.02,42.988,0.9977,0,2301.473392154281,0.2393992622518883,3.783916869448688,0.5314032641315615,1.3298988272406507,0.9852597490069543,0.5783261890230681,-1.2329317078379198,-0.8427367272043395,-0.6310390042267069,-1.3749991898772849
86,300.34,619.01,44.59,119.67,90.9182,0.9966,0,4054.433861927482,0.4851941002568617,4.520899051103335,1.2023050358880085,-1.647259338197797,-0.042877337140156506,1.6429326264622455,0.9407193511140463,1.0647656714011424,2.598157920157545,0.9661760006262197
87,303.23,737.54,56.01,108.02,67.9551,0.9982,0,3806.119450812022,0.4111370230767145,4.233455568146408,1.2721503572272075,-0.9681035473830791,1.2690026096531404,0.8504300707966597,-0.10066513365380132,0.7945597295225271,1.6252128095113252,0.05305276953292906
88,201.69,689.38,34.44,116.2,73.1181,0.9518,1,2517.7903126204496,0.2925672343264963,4.305659766981746,-1.181861382835821,-1.2440517704965255,-1.2088652057874398,1.406882509023655,0.13347869252194997,-0.6073491917959948,0.06746977363297275,0.282424229483217
89,288.72,867.51,58.42,113.18,50.3341,0.9979,0,2940.5779053225947,0.33281460732441126,3.9383552486989277,0.9214736746556641,-0.2233985939351006,1.545852931174318,1.2014440782845934,-0.8997835456318987,-0.14728841969865225,0.5962306465394374,-0.8843939744968348
90,229.12,1060.67,58.18,110.03,33.7442,0.9219,2,1963.2319002878082,0.21601440598866753,3.548012651605545,-0.5189350283949222,0.8833738059111067,1.5182827746742837,0.9871622713878897,-1.6521412178908759,-1.210797769177904,-0.9382639505896256,-2.1243973651622174
91,182.14,699.46,42.86,84.26,72.0963,0.9984,0,3090.4448217348827,0.2604008806793812,4.291777749879645,-1.6543444389539246,-1.1862951656588272,-0.24161221524457066,-0.7658669869384738,0.08713971100221675,0.01579084389993465,-0.3551244968936458,0.2383251524056473
92,290.09,1189.61,35.58,114.63,59.7908,0.9978,0,2127.3054825332106,0.24385302746278192,4.107438461733259,0.9545837404808188,1.6221770427933273,-1.077906962412277,1.3000817354275196,-0.47091894733706463,-1.0322593725183427,-0.5725264453882812,-0.3472664382545899
93,230.18,1042.09,47.65,108.94,42.5492,0.9968,0,2027.5659366195505,0.22088303313533383,3.7738913334397757,-0.4933170212601299,0.7769137148511425,0.3086421582352799,0.9130139636045859,-1.2528314387939377,-1.1407920099318625,-0.8743010295795823,-1.406847363089381
94,318.72,814.97,34.19,116.37,98.2875,0.9951,0,3360.676121978284,0.39108188031461283,4.598019681959251,1.6465116124328045,-0.5244434370077847,-1.237584118808309,1.4184469239990327,1.2749196413013335,0.3098458795273252,1.3617328851519883,1.211165516153553
95,248.14,1062.78,38.14,74.46,82.2208,0.9982,0,3135.670158979817,0.23348200003763714,4.4214973165823706,-0.0592609758442156,0.8954637301380449,-0.7838252930785778,-1.4325214972837739,0.5462892690336704,0.06500327096830757,-0.7087786553037092,0.6504059853579948
96,278.51,897.09,47.16,92.94,70.832,0.9958,0,3340.4279556573956,0.3104593741987983,4.274330059218507,0.6747190964988431,-0.05391046188161724,0.2523530887143764,-0.17540156348978053,0.02980327105761015,0.2878126240772156,0.3025326558124655,0.18289898129290094
97,270.31,1109.26,30.83,94.72,83.4382,0.9986,0,2572.687702441998,0.24368497917530607,4.436019905841495,0.4765420601730916,1.1617858524452085,-1.6235663098087887,-0.05431533610053219,0.6014987778437341,-0.5476120188434681,-0.5747342257365979,0.696539971391415
98,224.89,825.56,41.63,85.72,76.3438,0.9951,0,3177.893507294937,0.27240903144532197,4.348260418667501,-0.6211653776214995,-0.4637646229967512,-0.38290926730724595,-0.6665490700911133,0.27976529722757115,0.11094905216362819,-0.19736413123399896,0.41775394478521904
99,275.08,1172.75,54.26,85.86,50.3472,0.9984,0,2731.8867383275474,0.23455979535280322,3.938610407137145,0.5918230922796565,1.5255722454159877,1.067970218507057,-0.6570254342290375,-0.8991894561252354,-0.3743779111475573,-0.6946188245070201,-0.8835834113379524
100,204.33,743.8,36.74,93.19,80.2355,0.9627,1,2947.858609315349,0.2747109438020974,4.39735234374523,-1.1180580443114325,-0.9322348622358579,-0.9446512059954443,-0.15839507087893104,0.4562552310505756,-0.1393658449634033,-0.16712212793142825,0.5737045225698713
101,318.46,626.84,43.86,87.04,133.0712,0.9845,1,5836.860400627611,0.5080403292706273,4.898371002121635,1.6402279503054016,-1.6023948326542274,-0.12673656316109455,-0.5767547891058276,2.8523724025931187,3.0043318832669774,2.8983065036828717,2.16529314189941
102,288.7,1029.56,47.43,116.31,50.8297,0.9986,0,2410.8937269393673,0.2804110493803178,3.947963344031285,0.9209903160304784,0.7051190463376151,0.2833695147769153,1.4143653657724287,-0.8773079151355393,-0.7236698374154493,-0.0922354315660535,-0.853871887287611
103,180.9,941.85,30.45,88.79,71.0296,0.9963,0,2163.180546958587,0.19206880076445293,4.277077145644148,-1.6843126737153793,0.2025563667429231,-1.6672190576005095,-0.4577093408298812,0.03876449903598134,-0.9932215433022705,-1.2528558898271318,0.19162566525619343
